C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_50_471.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_50_471.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_50_471.jpg,0,0,0,9.923723
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_50_545.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_50_545.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_50_545.jpg,0,0,0,9.842466
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_50_652.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_50_652.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_50_652.jpg,0,0,0,9.741841
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_50_747.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_50_747.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_50_747.jpg,0,0,0,9.642254
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_50_841.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_50_841.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_50_841.jpg,0,0,0,9.542996
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_50_946.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_50_946.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_50_946.jpg,-0.15,0,0,9.438705
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_015.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_015.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_015.jpg,-0.35,0,0,9.330584
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_113.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_113.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_113.jpg,-0.6000001,0.2935101,0,9.42093
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_205.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_205.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_205.jpg,-0.8000001,0.5712022,0,9.718657
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_302.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_302.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_302.jpg,-1,0.8597832,0,10.40452
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_409.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_409.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_409.jpg,-1,1,0,11.40235
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_512.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_512.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_512.jpg,0,1,0,12.25031
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_584.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_584.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_584.jpg,0,1,0,13.00637
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_678.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_678.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_678.jpg,0,1,0,14.16432
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_772.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_772.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_772.jpg,-0.2,1,0,15.07018
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_862.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_862.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_862.jpg,0,1,0,16.03047
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_51_954.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_51_954.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_51_954.jpg,0,1,0,17.14285
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_043.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_043.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_043.jpg,0,1,0,17.96422
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_125.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_125.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_125.jpg,0,1,0,18.78162
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_218.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_218.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_218.jpg,-0.25,1,0,19.76414
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_306.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_306.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_306.jpg,0,1,0,20.53412
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_400.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_400.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_400.jpg,0,1,0,21.5294
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_488.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_488.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_488.jpg,0,1,0,22.32318
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_577.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_577.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_577.jpg,-0.15,1,0,23.30286
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_665.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_665.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_665.jpg,-0.35,1,0,24.02296
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_754.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_754.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_754.jpg,0,1,0,24.9733
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_843.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_843.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_843.jpg,-0.1,1,0,25.73647
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_52_933.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_52_933.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_52_933.jpg,-0.3,1,0,26.45791
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_026.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_026.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_026.jpg,-0.5500001,1,0,27.23678
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_105.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_105.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_105.jpg,-0.7500002,1,0,27.75589
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_191.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_191.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_191.jpg,-0.9500002,1,0,28.18836
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_281.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_281.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_281.jpg,-1,1,0,28.72391
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_385.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_385.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_385.jpg,-1,1,0,29.37976
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_480.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_480.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_480.jpg,0,1,0,30.15919
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_551.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_551.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_551.jpg,0,1,0,30.17564
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_648.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_648.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_648.jpg,0.1,1,0,30.17978
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_742.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_742.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_742.jpg,0.35,1,0,30.1539
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_832.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_832.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_832.jpg,0.6000001,1,0,30.12453
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_53_925.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_53_925.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_53_925.jpg,0.8000001,1,0,30.10689
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_011.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_011.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_011.jpg,0,1,0,30.17844
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_107.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_107.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_107.jpg,0,1,0,30.18657
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_195.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_195.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_195.jpg,0,1,0,30.18925
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_302.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_302.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_302.jpg,0,1,0,30.18862
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_377.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_377.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_377.jpg,0,1,0,30.19018
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_492.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_492.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_492.jpg,0,1,0,30.18941
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_575.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_575.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_575.jpg,0,1,0,30.19049
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_650.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_650.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_650.jpg,0,1,0,30.19018
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_743.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_743.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_743.jpg,0,1,0,30.18967
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_836.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_836.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_836.jpg,0,1,0,30.1899
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_54_930.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_54_930.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_54_930.jpg,0,1,0,30.18933
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_55_014.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_55_014.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_55_014.jpg,0,1,0,30.18985
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_55_104.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_55_104.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_55_104.jpg,0,1,0,30.189
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_55_194.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_55_194.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_55_194.jpg,0,1,0,30.19096
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_55_282.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_55_282.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_55_282.jpg,0,1,0,30.19027
C:\Users\Nazmi\Desktop\New folder\IMG\center_2020_06_29_21_46_55_376.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\left_2020_06_29_21_46_55_376.jpg,C:\Users\Nazmi\Desktop\New folder\IMG\right_2020_06_29_21_46_55_376.jpg,0,1,0,30.19142
